Soundfile,Left time (sec),Right time (sec),Species,
ICLISTENHF1251_20140602T034134.494Z.wav,198.7452,200.1901,HB,
ICLISTENHF1251_20140602T035134.496Z.wav,79.88593,81.52091,UN|HB|FS,"	"
ICLISTENHF1251_20140602T040134.499Z.wav,25.77947,27.30038,UN|HB|FS,"	"
ICLISTENHF1251_20140602T041134.500Z.wav,103.6882,105.8174,UN|HB,
ICLISTENHF1251_20140602T053134.515Z.wav,202.2053,202.7756,UN|WSD,      
ICLISTENHF1251_20140602T054134.516Z.wav,129.2775,130.9505,HB,
ICLISTENHF1251_20140602T060134.520Z.wav,28.59316,29.73384,HB,
ICLISTENHF1251_20140602T063134.526Z.wav,174.2205,176.2357,UN|FW,
ICLISTENHF1251_20140602T064134.528Z.wav,220.4182,220.8364,UN|OC,
ICLISTENHF1251_20140602T073123.901Z.wav,173.384,175.133,UN|KW,
ICLISTENHF1251_20140602T074123.904Z.wav,264.3726,266.806,UN|HB,
ICLISTENHF1251_20140602T082123.911Z.wav,171.9771,172.7756,UN|HB,
ICLISTENHF1251_20140602T084123.914Z.wav,168.5931,169.2015,UN|OC|SP,"	"
ICLISTENHF1251_20140602T085123.915Z.wav,92.77567,94.63878,UN|FW,
ICLISTENHF1251_20140602T090123.917Z.wav,197.8326,199.5057,UN|FW,
ICLISTENHF1251_20140602T091123.918Z.wav,174.1825,174.9049,UN|D,
ICLISTENHF1251_20140602T092123.921Z.wav,158.2509,158.6692,UN|OC|SP,"	"
ICLISTENHF1251_20140602T094123.924Z.wav,12.24335,12.85171,UN|HB,
ICLISTENHF1251_20140602T114123.947Z.wav,203.1178,205.095,UN|HB,
ICLISTENHF1251_20140602T134123.967Z.wav,233.8783,234.5627,UN|OC|SP,"	"
ICLISTENHF1251_20140602T143123.977Z.wav,11.90114,13.57414,UN|HB,
ICLISTENHF1251_20140602T143123.977Z.wav,214.1444,214.6768,UN|OC,
ICLISTENHF1251_20140602T144123.979Z.wav,141.3308,142.1673,UN|OC,
ICLISTENHF1251_20140602T150123.983Z.wav,118.365,119.1254,UN|OC,
ICLISTENHF1251_20140602T150123.983Z.wav,278.9733,280.5323,UN|FW,
ICLISTENHF1251_20140602T151123.984Z.wav,10.30418,12.88973,FW,
ICLISTENHF1251_20140602T151123.984Z.wav,19.96198,20.4943,SPW,
ICLISTENHF1251_20140602T152123.986Z.wav,38.74524,41.44487,FW,
ICLISTENHF1251_20140602T152123.986Z.wav,45.28517,46.04563,SPW,
ICLISTENHF1251_20140602T153123.987Z.wav,229.0494,232.1673,UN|FW,
ICLISTENHF1251_20140602T160123.993Z.wav,184.2585,186.8821,FW,
ICLISTENHF1251_20140602T172124.007Z.wav,14.06844,15.6654,UN|HB,
ICLISTENHF1251_20140602T174124.012Z.wav,217.4144,221.2167,UN|FW,
ICLISTENHF1251_20140602T175124.013Z.wav,60.03802,61.86312,FW,
ICLISTENHF1251_20140602T190124.026Z.wav,96.73004,97.98479,UN|HB|NN,"	"
ICLISTENHF1251_20140602T192124.030Z.wav,110.2661,113.1558,FW,
ICLISTENHF1251_20140602T232124.075Z.wav,9.80988,11.3308,HB,
ICLISTENHF1251_20140603T054124.142Z.wav,92.35741,93.0038,UN|WSD,      
ICLISTENHF1251_20140603T060124.145Z.wav,106.1597,106.9201,UN|WSD,      
ICLISTENHF1251_20140603T061124.148Z.wav,54.8289,55.20913,UN|WSD,      
ICLISTENHF1251_20140603T062124.150Z.wav,18.74525,19.27757,UN|WSD,      
ICLISTENHF1251_20140603T063124.151Z.wav,26.19772,26.80608,UN|WSD,      
ICLISTENHF1251_20140603T063124.151Z.wav,158.9733,160.8745,HB,
ICLISTENHF1251_20140603T064124.154Z.wav,10.68441,11.21673,UN|WSD,      
ICLISTENHF1251_20140603T064124.154Z.wav,109.2395,109.7718,UN|OC,
ICLISTENHF1251_20140603T065124.155Z.wav,37.03422,37.18631,UN|OC,
ICLISTENHF1251_20140603T065124.155Z.wav,48.13688,50.45627,HB,
ICLISTENHF1251_20140603T065124.155Z.wav,56.38782,56.76806,UN|WSD,      
ICLISTENHF1251_20140603T070124.157Z.wav,109.9239,110.6083,UN|OC,
ICLISTENHF1251_20140603T070124.157Z.wav,196.5779,197.1482,UN|WSD,      
ICLISTENHF1251_20140603T071124.158Z.wav,58.25095,59.1635,UN|WSD,      
ICLISTENHF1251_20140603T072124.161Z.wav,57.12927,57.75665,UN|WSD,      
ICLISTENHF1251_20140603T072321.161Z.wav,126.4638,126.806,UN|WSD,      
ICLISTENHF1251_20140603T073321.163Z.wav,83.38403,84.10645,UN|WSD,      
ICLISTENHF1251_20140603T073321.163Z.wav,223.6882,225.2471,HB,
ICLISTENHF1251_20140603T073321.163Z.wav,243.9923,245.9695,FW,
ICLISTENHF1251_20140603T074321.164Z.wav,47.3384,48.13688,UN|WSD,      
ICLISTENHF1251_20140603T075321.167Z.wav,102.2433,104.5627,HB,
ICLISTENHF1251_20140603T075321.167Z.wav,221.4828,222.0532,UN|WSD,      
ICLISTENHF1251_20140603T080321.168Z.wav,27.14828,29.31558,HB,
ICLISTENHF1251_20140603T080321.168Z.wav,33.65019,34.60076,UN|WSD,      
ICLISTENHF1251_20140603T081321.171Z.wav,51.59696,52.43345,UN|WSD,      
ICLISTENHF1251_20140603T081321.171Z.wav,277.7566,279.2775,HB,
ICLISTENHF1251_20140603T082321.173Z.wav,36.23573,37.45247,HB,
ICLISTENHF1251_20140603T082321.173Z.wav,201.3688,202.0532,UN|WSD|O,"	"
ICLISTENHF1251_20140603T083321.174Z.wav,77.71863,78.327,UN|WSD,      
ICLISTENHF1251_20140603T083321.174Z.wav,277.0722,279.0874,HB,
ICLISTENHF1251_20140603T084321.176Z.wav,15.81748,16.57795,UN|WSD,      
ICLISTENHF1251_20140603T084321.176Z.wav,80.57033,82.50951,HB,
ICLISTENHF1251_20140603T085321.178Z.wav,7.68061,8.25095,UN|WSD,      
ICLISTENHF1251_20140603T085321.178Z.wav,69.04943,69.27757,UN|WSD|O,"	"
ICLISTENHF1251_20140603T091321.181Z.wav,187.1863,187.7566,UN|WSD,      
ICLISTENHF1251_20140603T092321.184Z.wav,51.21672,51.97718,UN|WSD,      
ICLISTENHF1251_20140603T093321.186Z.wav,91.36882,92.24335,UN|WSD,      
ICLISTENHF1251_20140603T094321.187Z.wav,33.46008,33.91635,UN|WSD,      
ICLISTENHF1251_20140603T095321.188Z.wav,55.51331,56.0076,UN|WSD,      
ICLISTENHF1251_20140603T095321.188Z.wav,197.7186,200.076,HB,
ICLISTENHF1251_20140603T100321.190Z.wav,31.40684,32.28137,UN|WSD,      
ICLISTENHF1251_20140603T101321.193Z.wav,17.03422,17.79468,UN|WSD,      
ICLISTENHF1251_20140603T102321.194Z.wav,19.35361,19.65779,UN|WSD,      
ICLISTENHF1251_20140603T102321.194Z.wav,27.90875,28.55513,UN|WSD|O,"	"
ICLISTENHF1251_20140603T103321.197Z.wav,135.7414,136.6159,UN|WSD,      
ICLISTENHF1251_20140603T104321.198Z.wav,193.1939,193.7642,UN|WSD,      
ICLISTENHF1251_20140603T105321.200Z.wav,49.1635,50.1901,UN|WSD,      
ICLISTENHF1251_20140603T110321.201Z.wav,15.58935,16.19772,UN|WSD,      
ICLISTENHF1251_20140603T111321.203Z.wav,63.30797,64.10645,UN|WSD,      
ICLISTENHF1251_20140603T112321.206Z.wav,27.03422,27.68061,UN|WSD,      
ICLISTENHF1251_20140603T113321.207Z.wav,43.11787,43.95437,UN|WSD,      
ICLISTENHF1251_20140603T114321.209Z.wav,24.98098,25.39923,UN|WSD,      
ICLISTENHF1251_20140603T115321.210Z.wav,151.4828,152.5855,UN|WSD,      
ICLISTENHF1251_20140603T121321.214Z.wav,132.2053,132.8897,UN|WSD,      
ICLISTENHF1251_20140603T130321.223Z.wav,51.673,53.30797,HB,
ICLISTENHF1251_20140603T130321.223Z.wav,114.4106,114.8289,UN|OC|WS,"	"
ICLISTENHF1251_20140603T131321.226Z.wav,167.3764,168.327,UN|OC|WS,"	"
ICLISTENHF1251_20140603T165321.266Z.wav,134.7148,136.5399,UN|FW,
ICLISTENHF1251_20140603T175321.278Z.wav,22.58555,24.94297,UN|HB,
ICLISTENHF1251_20140603T180321.279Z.wav,183.5361,185.8555,UN|HB,
ICLISTENHF1251_20140603T181321.282Z.wav,148.9353,151.5589,UN|FW,
ICLISTENHF1251_20140603T184321.286Z.wav,89.92395,91.02661,UN|HB,
ICLISTENHF1251_20140603T184321.286Z.wav,168.7452,171.2547,UN|FW,
ICLISTENHF1251_20140603T185321.289Z.wav,270.6083,273.0798,UN|FW,
ICLISTENHF1251_20140603T190321.289Z.wav,262.2053,264.5627,UN|FW,
ICLISTENHF1251_20140603T192321.293Z.wav,216.1977,218.8593,UN|FW,
ICLISTENHF1251_20140603T204321.308Z.wav,256.9201,257.1863,UN|OC|NN,"	"
ICLISTENHF1251_20140603T205321.309Z.wav,182.6235,185.5133,UN|HB,
ICLISTENHF1251_20140603T211321.312Z.wav,203.1558,203.5361,UN|OC,
ICLISTENHF1251_20140603T211321.312Z.wav,237.2623,237.7946,UN|OC,
ICLISTENHF1251_20140603T214321.319Z.wav,159.7718,160.3422,UN|OC,
ICLISTENHF1251_20140603T214321.319Z.wav,187.2623,188.6691,HB,
ICLISTENHF1251_20140603T215321.321Z.wav,176.6159,177.7186,HB,
ICLISTENHF1251_20140603T220321.322Z.wav,110.7224,113.5361,UN|HB,
ICLISTENHF1251_20140603T221321.323Z.wav,13.91635,14.29658,UN|OC|NN,"	"
ICLISTENHF1251_20140603T221321.323Z.wav,111.8631,115.6273,UN|HB|NN,"	"
ICLISTENHF1251_20140603T222321.325Z.wav,77.3384,78.93536,HB,
ICLISTENHF1251_20140603T223321.328Z.wav,109.3536,111.3688,HB,
ICLISTENHF1251_20140603T224321.329Z.wav,27.68061,30.30418,HB,
ICLISTENHF1251_20140603T225321.332Z.wav,75.81749,78.17491,HB,
ICLISTENHF1251_20140603T225321.332Z.wav,87.71863,89.42966,UN|FW,
ICLISTENHF1251_20140603T230321.332Z.wav,267.5285,269.5817,HB,
ICLISTENHF1251_20140603T231321.335Z.wav,53.07985,54.63878,HB,
ICLISTENHF1251_20140603T231321.335Z.wav,293.7642,296.0456,UN|FW,
ICLISTENHF1251_20140603T232321.336Z.wav,42.8517,44.18251,HB,
ICLISTENHF1251_20140603T235321.342Z.wav,28.13688,29.58175,UN,
ICLISTENHF1251_20140604T015321.364Z.wav,113.5361,116.806,HB,
ICLISTENHF1251_20140604T021321.368Z.wav,199.8098,201.787,HB,
ICLISTENHF1251_20140604T022321.368Z.wav,289.9239,293.1939,HB,
ICLISTENHF1251_20140604T034321.384Z.wav,80.38022,82.16729,UN|HB,
ICLISTENHF1251_20140604T060321.410Z.wav,11.17871,12.43346,HB,
ICLISTENHF1251_20140604T061321.411Z.wav,8.59316,10.19011,HB,
ICLISTENHF1251_20140604T071321.421Z.wav,11.10266,12.12928,UN|OC,
ICLISTENHF1251_20140604T071321.421Z.wav,205.2091,206.1977,UN|OC|WS,"	"
ICLISTENHF1251_20140604T072321.424Z.wav,138.8212,139.9619,UN|OC,
ICLISTENHF1251_20140604T073321.426Z.wav,8.91635,9.31559,UN|OC,
ICLISTENHF1251_20140604T073321.426Z.wav,140.7984,143.0418,UN|D|HB,      
ICLISTENHF1251_20140604T075321.430Z.wav,60.95057,61.86312,UN|WSD,      
ICLISTENHF1251_20140604T075321.430Z.wav,230.6083,232.3954,UN|HB,
ICLISTENHF1251_20140604T090321.443Z.wav,29.80989,30.26616,UN|OC,
ICLISTENHF1251_20140604T090321.443Z.wav,135.019,136.4638,HB,
ICLISTENHF1251_20140604T090321.443Z.wav,280.9125,281.3308,UN|WSD,      
ICLISTENHF1251_20140604T091321.444Z.wav,52.01521,52.69962,UN|WSD,      
ICLISTENHF1251_20140604T093321.448Z.wav,262.5475,264.9429,UN|FW,
ICLISTENHF1251_20140604T093321.448Z.wav,273.5361,274.3346,UN|WSD,      
ICLISTENHF1251_20140604T093321.448Z.wav,293.46,294.7908,HB,
ICLISTENHF1251_20140604T094321.450Z.wav,67.30038,68.21293,UN|WSD,      
ICLISTENHF1251_20140604T095321.453Z.wav,21.44487,22.47148,HB,
ICLISTENHF1251_20140604T095321.453Z.wav,41.14068,42.24335,UN|OC,
ICLISTENHF1251_20140604T100321.453Z.wav,114.9049,115.9695,UN|WSD,      
ICLISTENHF1251_20140604T100321.453Z.wav,261.5969,263.1939,HB,
ICLISTENHF1251_20140604T101321.456Z.wav,55.24715,56.23574,UN|WSD,      
ICLISTENHF1251_20140604T102321.457Z.wav,205.057,206.0076,UN|WSD|O,"	"
ICLISTENHF1251_20140604T103321.460Z.wav,13.53612,14.56273,UN|OC,
ICLISTENHF1251_20140604T103321.460Z.wav,217.9847,220.1901,HB,
ICLISTENHF1251_20140604T104321.461Z.wav,121.4828,121.9011,UN|WSD|O,"	"
ICLISTENHF1251_20140604T105321.463Z.wav,41.10266,42.16729,UN|WSD|O,"	"
ICLISTENHF1251_20140604T105321.463Z.wav,141.4068,142.6996,HB,
ICLISTENHF1251_20140604T110321.464Z.wav,44.94297,45.47529,UN|WSD,      
ICLISTENHF1251_20140604T110321.464Z.wav,49.5057,51.52091,UN|HB|NN,"	"
ICLISTENHF1251_20140604T135321.496Z.wav,173.8783,175.8174,UN|HB,
ICLISTENHF1251_20140604T173321.538Z.wav,1.40684,3.34601,UN|HB,
ICLISTENHF1251_20140604T191321.556Z.wav,91.40684,93.87833,UN|FW,
ICLISTENHF1251_20140604T212321.581Z.wav,73.9924,75.70342,UN|HB,
ICLISTENHF1251_20140604T232321.602Z.wav,180.5703,183.2319,HB,
ICLISTENHF1251_20140701T002216.072Z.wav,197.9847,199.5057,UN|FW|SW,"	"
ICLISTENHF1251_20140701T003216.075Z.wav,14.79086,16.34981,UN|FW|SW,"	"
ICLISTENHF1251_20140701T004216.076Z.wav,276.5399,277.8326,UN|FW|SW,"	"
ICLISTENHF1251_20140701T004216.076Z.wav,288.7072,290.4562,UN|HB|FS,"	"
ICLISTENHF1251_20140701T005216.078Z.wav,22.31939,24.14449,UN|FW|SW,"	"
ICLISTENHF1251_20140701T005216.078Z.wav,160.076,161.1787,UN|HB|FS,"	"
ICLISTENHF1251_20140701T013216.085Z.wav,122.1292,123.422,UN|FW|SW,"	"
ICLISTENHF1251_20140701T020216.091Z.wav,64.25856,66.42586,UN|HB,
ICLISTENHF1251_20140701T022216.095Z.wav,111.787,113.346,UN|HB,
ICLISTENHF1251_20140701T024216.098Z.wav,62.09125,63.9924,UN|FW|SW,"	"
ICLISTENHF1251_20140701T024216.098Z.wav,64.67681,66.88213,UN|FS,
ICLISTENHF1251_20140701T024216.098Z.wav,266.2737,268.8973,FS,
ICLISTENHF1251_20140701T025216.101Z.wav,27.94677,30,FS,
ICLISTENHF1251_20140701T025216.101Z.wav,235.3612,236.9201,UN|FW|SW,"	"
ICLISTENHF1251_20140701T031216.104Z.wav,262.4334,263.6882,UN|FW|SW,"	"
ICLISTENHF1251_20140701T032216.105Z.wav,49.04943,50.57034,FS,
ICLISTENHF1251_20140701T033216.108Z.wav,9.92395,11.06464,UN|FS|NN,"	"
ICLISTENHF1251_20140701T033216.108Z.wav,59.42966,61.02662,FS,
ICLISTENHF1251_20140701T034216.109Z.wav,7.3384,8.82129,UN|FW|SW,"	"
ICLISTENHF1251_20140701T035216.111Z.wav,7.14829,8.25095,UN|FW|SW,"	"
ICLISTENHF1251_20140701T040216.112Z.wav,21.59696,22.50951,UN|HB|FS,"	"
ICLISTENHF1251_20140701T040216.112Z.wav,22.05323,23.30798,UN|FW|SW,"	"
ICLISTENHF1251_20140701T040216.112Z.wav,195.9315,198.6311,UN|KW,
ICLISTENHF1251_20140701T041216.115Z.wav,9.12547,10.28517,UN|FW|SW,"	"
ICLISTENHF1251_20140701T041216.115Z.wav,13.74525,14.60076,UN|KW|D,      
ICLISTENHF1251_20140701T042216.117Z.wav,19.35361,20.87452,UN|FW|SW,"	"
ICLISTENHF1251_20140701T042216.117Z.wav,93.72624,94.48669,UN|HB,
ICLISTENHF1251_20140701T043216.118Z.wav,21.5019,22.24335,UN,
ICLISTENHF1251_20140701T043216.118Z.wav,156.0456,157.1482,UN|HB,
ICLISTENHF1251_20140701T043216.118Z.wav,169.1635,170.076,UN|D,
ICLISTENHF1251_20140701T044216.121Z.wav,262.5855,264.2585,FS,
ICLISTENHF1251_20140701T045216.121Z.wav,207.8707,209.2395,UN,
ICLISTENHF1251_20140701T050216.124Z.wav,43.23194,44.60076,UN,
ICLISTENHF1251_20140701T052216.128Z.wav,24.90493,26.57795,UN|HB,
ICLISTENHF1251_20140701T054216.131Z.wav,56.65398,57.64258,UN|FS,
ICLISTENHF1251_20140701T055216.132Z.wav,51.06464,52.6616,UN|FS,
ICLISTENHF1251_20140701T060216.134Z.wav,50.76046,51.59696,UN|FS,
ICLISTENHF1251_20140701T063216.141Z.wav,195.8174,196.9201,UN,
ICLISTENHF1251_20140701T064216.141Z.wav,272.2813,275.133,UN|FS,
ICLISTENHF1251_20140701T065216.144Z.wav,69.69582,70.53232,UN|FS,
ICLISTENHF1251_20140701T065216.144Z.wav,240.9125,243.0418,UN|FS,
ICLISTENHF1251_20140701T070216.145Z.wav,52.12928,53.91635,UN|HB,
ICLISTENHF1251_20140701T070216.145Z.wav,80.22814,83.30797,UN|HB|FS,"	"
ICLISTENHF1251_20140701T071216.148Z.wav,24.06844,25.74144,UN|FW|SW,"	"
ICLISTENHF1251_20140701T071216.148Z.wav,105.5513,106.4258,UN|HB|FS,"	"
ICLISTENHF1251_20140701T072216.150Z.wav,163.9163,166.4258,UN|FW,
ICLISTENHF1251_20140701T072216.150Z.wav,164.0684,166.0456,UN|HB|FS,"	"
ICLISTENHF1251_20140701T073216.151Z.wav,209.1254,210.5323,UN,
ICLISTENHF1251_20140701T075216.154Z.wav,60.07605,61.21672,UN|HB|FS,"	"
ICLISTENHF1251_20140701T075216.154Z.wav,79.04943,80.22814,UN,
ICLISTENHF1251_20140701T075216.154Z.wav,228.8973,230.3041,UN|FW|SW,"	"
ICLISTENHF1251_20140701T075216.154Z.wav,266.1216,267.1482,UN|HB,
ICLISTENHF1251_20140701T080216.157Z.wav,71.06464,73.65019,UN|FS|HB,"	"
ICLISTENHF1251_20140701T080216.157Z.wav,74.25856,75.36122,UN|FS|HB,"	"
ICLISTENHF1251_20140701T080216.157Z.wav,187.2243,188.5931,UN|D,
ICLISTENHF1251_20140701T092216.171Z.wav,80.8365,81.52091,UN|D,
ICLISTENHF1251_20140701T095216.177Z.wav,190.152,190.7224,UN|HB|FS,"	"
ICLISTENHF1251_20140701T100216.178Z.wav,69.12547,70.87452,UN|HB,
ICLISTENHF1251_20140701T100216.178Z.wav,105.095,106.5019,HB,
ICLISTENHF1251_20140701T100216.178Z.wav,287.6425,289.2015,UN|KW|NN,"	"
ICLISTENHF1251_20140701T101216.180Z.wav,19.58175,20.22814,UN|HB,
ICLISTENHF1251_20140701T101216.180Z.wav,69.46767,73.23194,UN|HB,
ICLISTENHF1251_20140701T101216.180Z.wav,282.3574,283.6501,HB,
ICLISTENHF1251_20140701T103216.184Z.wav,33.04183,34.56273,UN|FW|SW,"	"
ICLISTENHF1251_20140701T103216.184Z.wav,158.8973,160.3422,UN|HB|D,      
ICLISTENHF1251_20140701T103216.184Z.wav,189.9239,190.9885,HB,
ICLISTENHF1251_20140701T103216.184Z.wav,204.3726,205.8935,UN|HB,
ICLISTENHF1251_20140701T104216.186Z.wav,10.11407,11.86312,UN|HB,
ICLISTENHF1251_20140701T104216.186Z.wav,124.3726,125.9125,HB,
ICLISTENHF1251_20140701T105216.187Z.wav,100.6463,101.9771,HB,
ICLISTENHF1251_20140701T105216.187Z.wav,101.1787,102.9657,UN|HB,
ICLISTENHF1251_20140701T110216.190Z.wav,1.44487,3.30798,UN|HB,
ICLISTENHF1251_20140701T110216.190Z.wav,60.95057,63.04182,UN|HB,
ICLISTENHF1251_20140701T110216.190Z.wav,158.5551,160.4182,UN|HB|D,      
ICLISTENHF1251_20140701T110216.190Z.wav,234.1825,234.9809,HB,
ICLISTENHF1251_20140701T111216.191Z.wav,51.29278,53.19392,UN|HB,
ICLISTENHF1251_20140701T111216.191Z.wav,59.42966,60.3422,UN,
ICLISTENHF1251_20140701T112216.194Z.wav,12.12928,14.1635,HB,
ICLISTENHF1251_20140701T112216.194Z.wav,49.1635,50.45627,UN|HB,
ICLISTENHF1251_20140701T112216.194Z.wav,51.59696,53.53612,UN|HB|FS,"	"
ICLISTENHF1251_20140701T112216.194Z.wav,244.5247,245.4372,UN,
ICLISTENHF1251_20140701T113216.194Z.wav,9.79086,11.1597,HB,
ICLISTENHF1251_20140701T113216.194Z.wav,71.3308,74.29658,UN,
ICLISTENHF1251_20140701T113216.194Z.wav,113.0798,114.0684,UN|D|HB,      
ICLISTENHF1251_20140701T114216.197Z.wav,32.20532,34.03041,HB,
ICLISTENHF1251_20140701T114216.197Z.wav,48.82129,50.1901,UN|D|NN,      
ICLISTENHF1251_20140701T114216.197Z.wav,52.09125,52.81368,UN|D,
ICLISTENHF1251_20140701T114216.197Z.wav,54.41065,55.62738,HB,
ICLISTENHF1251_20140701T114216.197Z.wav,97.75665,100.4943,UN|D|HB,      
ICLISTENHF1251_20140701T114216.197Z.wav,249.5437,250.5703,HB,
ICLISTENHF1251_20140701T115216.198Z.wav,12.50951,14.01141,HB,
ICLISTENHF1251_20140701T115216.198Z.wav,129.4866,132.6616,UN|HB|D,      
ICLISTENHF1251_20140701T115216.198Z.wav,136.0266,136.73,UN,
ICLISTENHF1251_20140701T120216.200Z.wav,16.02662,16.86311,UN|HB,
ICLISTENHF1251_20140701T120216.200Z.wav,36.25475,37.54753,UN|HB,
ICLISTENHF1251_20140701T120216.200Z.wav,56.88212,58.19392,HB,
ICLISTENHF1251_20140701T121216.203Z.wav,7.50951,8.8403,HB,
ICLISTENHF1251_20140701T121216.203Z.wav,54.14449,55.96957,UN|HB,
ICLISTENHF1251_20140701T122216.204Z.wav,39.04943,41.55894,UN|HB|NN,"	"
ICLISTENHF1251_20140701T122216.204Z.wav,100.152,101.749,HB,
ICLISTENHF1251_20140701T123216.207Z.wav,2.54753,4.41065,HB,
ICLISTENHF1251_20140701T123216.207Z.wav,101.2167,103.0798,UN|HB,
ICLISTENHF1251_20140701T131216.213Z.wav,39.88593,41.29278,WSD,
ICLISTENHF1251_20140701T132216.216Z.wav,162.6235,163.8403,UN|WSD,      
ICLISTENHF1251_20140701T133216.217Z.wav,171.9011,172.4714,UN|WSD|N,"	"
ICLISTENHF1251_20140701T134216.220Z.wav,7.79467,9.65779,UN|FW,
ICLISTENHF1251_20140701T134216.220Z.wav,165.3612,166.5019,UN|WSD,      
ICLISTENHF1251_20140701T141216.224Z.wav,155.7034,156.768,UN|HB,
ICLISTENHF1251_20140701T142216.226Z.wav,32.62357,33.61216,UN|WSD,      
ICLISTENHF1251_20140701T143216.229Z.wav,186.8821,188.403,UN,
ICLISTENHF1251_20140701T144216.230Z.wav,275.057,276.2357,UN|D|WSD,"	"
ICLISTENHF1251_20140701T150216.233Z.wav,161.749,162.6996,HB,
ICLISTENHF1251_20140701T152216.236Z.wav,42.47147,43.95437,UN|HB,
ICLISTENHF1251_20140701T152216.236Z.wav,245.8555,247.3003,UN,
ICLISTENHF1251_20140701T153216.239Z.wav,13.9924,15.74144,HB,
ICLISTENHF1251_20140701T153216.239Z.wav,79.35361,80.79847,UN,
ICLISTENHF1251_20140701T154216.240Z.wav,166.5779,167.9847,HB,
ICLISTENHF1251_20140701T162216.249Z.wav,206.6159,209.1254,UN|HB,
ICLISTENHF1251_20140701T163216.250Z.wav,47.52852,49.31559,UN|HB,
ICLISTENHF1251_20140701T164216.252Z.wav,226.5779,228.441,HB,
ICLISTENHF1251_20140701T165216.253Z.wav,2.24335,3.72624,HB,
ICLISTENHF1251_20140701T165216.253Z.wav,40.76046,42.69962,UN|HB,
ICLISTENHF1251_20140701T173216.260Z.wav,196.5019,197.3384,UN|HB|NN,"	"
ICLISTENHF1251_20140701T180216.266Z.wav,95.74144,96.92015,UN|D,
ICLISTENHF1251_20140701T181216.267Z.wav,95.55133,99.04943,UN,
ICLISTENHF1251_20140701T230216.319Z.wav,263.5741,264.8669,HB,
ICLISTENHF1251_20140701T231216.321Z.wav,241.9771,243.6882,HB,
ICLISTENHF1251_20140701T235216.328Z.wav,248.327,250.076,UN|HB,
ICLISTENHF1251_20140701T235216.328Z.wav,249.6197,250.114,UN|D,
ICLISTENHF1251_20140702T000216.329Z.wav,141.9011,144.5627,HB,
ICLISTENHF1251_20140702T002216.334Z.wav,222.6616,223.7642,HB,
ICLISTENHF1251_20140702T011216.342Z.wav,287.7186,288.479,UN|HB|D,      
ICLISTENHF1251_20140702T012216.345Z.wav,36.73285,37.68341,UN|HB,
ICLISTENHF1251_20140702T022216.355Z.wav,158.6692,160.4182,HB,
ICLISTENHF1251_20140702T023216.357Z.wav,146.3498,147.5665,HB,
ICLISTENHF1251_20140702T033216.368Z.wav,10.07605,12.16729,UN|FW,
ICLISTENHF1251_20140702T034216.369Z.wav,18.40304,19.5057,UN|FW,
ICLISTENHF1251_20140702T035216.371Z.wav,186.768,189.2775,UN|HB,
ICLISTENHF1251_20140702T040216.374Z.wav,28.70722,32.35741,UN|HB,
ICLISTENHF1251_20140702T040216.374Z.wav,127.7566,129.3916,HB,
ICLISTENHF1251_20140702T041216.375Z.wav,56.61597,58.44106,HB,
ICLISTENHF1251_20140702T041216.375Z.wav,234.1064,237.4904,UN|HB,
ICLISTENHF1251_20140702T042216.377Z.wav,189.4676,192.3574,HB,
ICLISTENHF1251_20140702T042216.377Z.wav,250.114,251.1406,UN|D,
ICLISTENHF1251_20140702T043216.378Z.wav,244.1444,246.4258,UN|HB|FS,"	"
ICLISTENHF1251_20140702T044216.381Z.wav,62.09125,63.87832,HB,
ICLISTENHF1251_20140702T045216.382Z.wav,26.92015,28.70722,HB,
ICLISTENHF1251_20140702T051216.387Z.wav,15.09506,17.3384,HB,
ICLISTENHF1251_20140702T053216.390Z.wav,41.10266,41.74904,UN|SPW,      
ICLISTENHF1251_20140702T053216.390Z.wav,206.5399,207.9847,UN|HB,
ICLISTENHF1251_20140702T054216.391Z.wav,283.384,283.9543,UN|OC|SP,"	"
ICLISTENHF1251_20140702T055216.394Z.wav,3.6692,4.63877,HB,
ICLISTENHF1251_20140702T055216.394Z.wav,111.1787,112.6996,UN|D,
ICLISTENHF1251_20140702T060216.395Z.wav,78.89733,80.64638,UN|HB|FS,"	"
ICLISTENHF1251_20140702T061216.397Z.wav,187.3384,188.5171,UN|OC,
ICLISTENHF1251_20140702T062216.398Z.wav,57.45247,58.28896,UN|OC,
ICLISTENHF1251_20140702T062216.398Z.wav,133.3079,134.9049,UN|HB,
ICLISTENHF1251_20140702T062216.398Z.wav,156.4638,158.7832,UN|FW,
ICLISTENHF1251_20140702T063216.401Z.wav,17.75665,19.42966,HB,
ICLISTENHF1251_20140702T063216.401Z.wav,117.8707,118.403,UN|OC,
ICLISTENHF1251_20140702T063216.401Z.wav,175.3992,176.6159,UN|OC,
ICLISTENHF1251_20140702T064216.403Z.wav,21.82509,22.24335,UN|OC,
ICLISTENHF1251_20140702T064216.403Z.wav,153.8783,155.5133,HB,
ICLISTENHF1251_20140702T065216.404Z.wav,9.69582,10.03802,UN|OC,
ICLISTENHF1251_20140702T065216.404Z.wav,33.68821,35.09506,UN|OC,
ICLISTENHF1251_20140702T065216.404Z.wav,43.49809,45.58935,HB,
ICLISTENHF1251_20140702T070216.407Z.wav,51.36882,52.12928,UN|OC,
ICLISTENHF1251_20140702T071216.408Z.wav,3.80228,4.5247,UN|OC|WS,"	"
